Statement,Emotion
any of y'all remember when MLB tried a futuristic jersey those were all #terrible ,fear
thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share! ,fear
Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent. ,fear
just received order from &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible ,fear
Fear is bestbeast product of Gods. : #aTheism #theism #biBle #christianity #hell #heaven #purgatory #psychology #jesus ,fear
I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir. ,fear
#picoftheday : How...why... Really... !!n #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics #virgin #cafe #i... ,fear
I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins ,fear
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama #healing #depression #anxiety #intuition #meditation #book ,fear
How had Matty Dawson not scored there!!!!! ,fear
"Fuck being shy, I'm trying to be up in them thighs. ",fear
If you really care like you state then I would seriously address sensitivity training to your employees ,fear
It's -terrible-! We're going to the local fishchip place in Kirribilli ,fear
Just want Saturday to be over but then again I want to do good #LSAT ,fear
Let's refuse to live in #fear - #c$%t ,fear
I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo ,fear
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency ",fear
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years ,fear
"Aberdeen st Johnstone, let's see who can punt it the furthest #awful ",fear
"thank you for your concern, computer, but my last name isn't misspelled, it's just weird ",fear
New campaign slogan idea...'I know you are but what am I?' #Trump2016 #yourefired #deflect ,fear
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #game ,fear
"love it! so true. As taught me, fear can be an illusion. #coaching #fear #courage ",fear
all the bully ,fear
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible ,fear
Now ...what to do for the next hour while waiting for #OurGirl to start ?! ,fear
Why does talksport sound like it's being broadcasted from someone's basement #quality #amateurs ,fear
"that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",fear
"okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses ",fear
#terrible Paul so deserved that win!!! #bbfail ,fear
"im love you, even if you bully me sadly ",fear
he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left ,fear
Anyyyyone wanna go to fright fest with me on Friday night? ?? ,fear
"just finally started #homefronttherevolution, what did you all do the story and gameplay??? #wasteofmoney ",fear
Jeans with fake pockets #horrible ,fear
"#revitalize #ClevelandHustles #daunting task, #hustle ",fear
"I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't-- ",fear
the refs are in GT's favor tonight. ,fear
I have a job interview with in Loughborough next month !!! ,fear
The most important characteristic of leadership is the lack of #fear. #activism #equity #revolution ,fear
Can we start a 'get Chris Sutton off our tv campaign? Spread the work #pundit #noclue ,fear
"unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things ",fear
Getting terrible download speeds for fifa smh. ,fear
One more step in long work #visa process is over. Relief. Onto next step. #expat ,fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,fear
Are there any #horror sites that would be interested in my writing a guest articlereview? Been really craving a literary outlet lately. ,fear
yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans? ,fear
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous ,fear
"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go. ",fear
Overtime... #TeamNA #WCH2016 ,fear
it was a terrible Freekick... ,fear
it's funny how they can be in such a hurry but have plenty of time to stop and threaten people ,fear
How I Murdered Your Mother #SpookyTv ,fear
What is your favorite #horror movie? #ghosthunters ,fear
It's not #dread. It's called #Locks ,fear
been better. It's really stupid don't worry ,fear
just received order from &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear
"He looks down at his brother, a smile forming on his face. 'What? People fearing me?' ",fear
the ending of how I met your mother is dreadful ,fear
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln ",fear
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus ,fear
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible ",fear
I lost my blinders .... ,fear
It's not going to break you it's just going to shake you ,fear
I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,fear
It still destroys Fear The Walking Dead. That show is horrible ,fear
"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world ",fear
On the other side of fear lies freedom! - JB Glossinger #quote ,fear
Howl at the moon with at next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,fear
be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF ,fear
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy ?? ",fear
Huns are like a box of coffee revels #horrible ,fear
A shy failure is nobler than an immodest success. ,fear
wow inadvertently horrible puns is definitely my thing ,fear
I really wanna go to fright fest ?? ,fear
This has #turned out #better then I expected admitting you tried to #intimidate ???? #cantstoplaughing I really can't and it's in #spokeword ,fear
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. ?? ,fear
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer ,fear
"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' Quran 57:28 ",fear
Drop every fear... ,fear
"Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",fear
That free kick from Rooney was awful ,fear
today has been terrible but tonight will end better because I get to see Malik ?? ,fear
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC ",fear
Howl at the moon with at next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror ,fear
ACT 4 #anxiety &amp; #depression group. beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax ,fear
Shoutout to for ruining my iPhone 7 order!! ,fear
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre ,fear
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them ",fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear
"Anytime gets near a mic, someone needs to smack him w a bat. #marblesinmouth ",fear
I understand your concerns but look at her foundation contributions ,fear
Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear
